rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,time/fps,train/ent_coef,time/episodes,time/total_timesteps,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/critic_loss,train/ent_coef_loss
0.4296025,22,0.00075,454,0.7788561582565308,4,10000,500.0,-11.903661727905273,334,0.07618235051631927,-2.936509132385254
0.4296025,22,,454,,8,10000,500.0,,,,
0.4296025,22,,454,,12,10000,500.0,,,,
0.4296025,22,,454,,16,10000,500.0,,,,
0.4296025,22,,453,,20,10000,500.0,,,,
0.4125368750000001,46,0.00075,429,0.5352067351341248,24,20000,500.0,-15.931833267211914,834,1.3329126834869385,-7.349115371704102
0.4125368750000001,46,,429,,28,20000,500.0,,,,
0.4125368750000001,46,,428,,32,20000,500.0,,,,
0.4125368750000001,46,,428,,36,20000,500.0,,,,
0.4125368750000001,46,,428,,40,20000,500.0,,,,
0.4297529166666667,69,0.00075,430,0.3678678274154663,44,30000,500.0,-18.920364379882812,1334,0.03465397655963898,-11.811010360717773
0.4297529166666667,69,,430,,48,30000,500.0,,,,
0.4297529166666667,69,,430,,52,30000,500.0,,,,
0.4297529166666667,69,,430,,56,30000,500.0,,,,
0.4297529166666667,69,,430,,60,30000,500.0,,,,
0.4488136625,93,0.00075,427,0.2528679072856903,64,40000,500.0,-20.863332748413086,1834,0.04929805546998978,-16.221893310546875
0.4488136625,93,,426,,68,40000,500.0,,,,
0.4488136625,93,,426,,72,40000,500.0,,,,
0.4488136625,93,,426,,76,40000,500.0,,,,
0.4488136625,93,,426,,80,40000,500.0,,,,
0.49583063000000005,117,0.00075,424,0.17388089001178741,84,50000,500.0,-21.471263885498047,2334,3.053001880645752,-20.353313446044922
0.49583063000000005,117,,424,,88,50000,500.0,,,,
0.49583063000000005,117,,424,,92,50000,500.0,,,,
0.49583063000000005,117,,424,,96,50000,500.0,,,,
0.49583063000000005,117,,424,,100,50000,500.0,,,,
0.51389913,141,0.00075,423,0.11973963677883148,104,60000,500.0,-22.204395294189453,2834,0.045221470296382904,-24.703548431396484
0.51389913,141,,423,,108,60000,500.0,,,,
0.51389913,141,,423,,112,60000,500.0,,,,
0.51389913,141,,423,,116,60000,500.0,,,,
0.51389913,141,,423,,120,60000,500.0,,,,
0.54896202,165,0.00075,422,0.08264461904764175,124,70000,500.0,-22.247329711914062,3334,0.03091353550553322,-28.65180015563965
0.54896202,165,,422,,128,70000,500.0,,,,
0.54896202,165,,422,,132,70000,500.0,,,,
0.54896202,165,,422,,136,70000,500.0,,,,
0.54896202,165,,422,,140,70000,500.0,,,,
0.8433211899999999,191,0.00075,418,0.05718154460191727,144,80000,500.0,-22.333431243896484,3834,0.050035662949085236,-33.23163604736328
0.8433211899999999,191,,418,,148,80000,500.0,,,,
0.8433211899999999,191,,418,,152,80000,500.0,,,,
0.8433211899999999,191,,418,,156,80000,500.0,,,,
0.8433211899999999,191,,418,,160,80000,500.0,,,,
1.1649288899999999,215,0.00075,418,0.03981059789657593,164,90000,500.0,-21.54175567626953,4334,5.498155117034912,-36.058563232421875
1.1649288899999999,215,,418,,168,90000,500.0,,,,
1.1649288899999999,215,,418,,172,90000,500.0,,,,
1.1649288899999999,215,,418,,176,90000,500.0,,,,
1.1649288899999999,215,,418,,180,90000,500.0,,,,
2.2733509300000003,240,0.00075,415,0.027966588735580444,184,100000,500.0,-21.250865936279297,4834,0.1535857915878296,-39.63201904296875
2.2733509300000003,240,,415,,188,100000,500.0,,,,
2.2733509300000003,240,,415,,192,100000,500.0,,,,
2.2733509300000003,240,,415,,196,100000,500.0,,,,
2.2733509300000003,240,,415,,200,100000,500.0,,,,
2.20532149,265,0.00075,414,0.01976550742983818,204,110000,500.0,-20.77734375,5334,0.026834826916456223,-34.980072021484375
2.20532149,265,,414,,208,110000,500.0,,,,
2.20532149,265,,414,,212,110000,500.0,,,,
2.20532149,265,,414,,216,110000,500.0,,,,
2.20532149,265,,414,,220,110000,500.0,,,,
2.3317084700000006,291,0.00075,411,0.014193367213010788,224,120000,500.0,-20.289138793945312,5834,0.10345861315727234,-30.969755172729492
2.3317084700000006,291,,411,,228,120000,500.0,,,,
2.3317084700000006,291,,411,,232,120000,500.0,,,,
2.3317084700000006,291,,411,,236,120000,500.0,,,,
2.3317084700000006,291,,411,,240,120000,500.0,,,,
4.674746789999999,318,0.00075,408,0.010407427325844765,244,130000,500.0,-19.18761444091797,6334,4.435512542724609,-32.094154357910156
4.674746789999999,318,,408,,248,130000,500.0,,,,
4.674746789999999,318,,408,,252,130000,500.0,,,,
4.674746789999999,318,,408,,256,130000,500.0,,,,
4.674746789999999,318,,408,,260,130000,500.0,,,,
4.96546474,344,0.00075,406,0.007967032492160797,264,140000,500.0,-18.794618606567383,6834,0.033918850123882294,-30.40432357788086
4.96546474,344,,406,,268,140000,500.0,,,,
4.96546474,344,,406,,272,140000,500.0,,,,
4.96546474,344,,406,,276,140000,500.0,,,,
4.96546474,344,,406,,280,140000,500.0,,,,
3.9978951099999995,370,0.00075,405,0.006273854058235884,284,150000,500.0,-18.665542602539062,7334,0.04826074093580246,-26.668766021728516
3.9978951099999995,370,,405,,288,150000,500.0,,,,
3.9978951099999995,370,,405,,292,150000,500.0,,,,
3.9978951099999995,370,,405,,296,150000,500.0,,,,
3.9978951099999995,370,,405,,300,150000,500.0,,,,
5.71084735,395,0.00075,404,0.005024581216275692,304,160000,500.0,-18.342029571533203,7834,0.04188626632094383,-31.095369338989258
5.71084735,395,,404,,308,160000,500.0,,,,
5.71084735,395,,404,,312,160000,500.0,,,,
5.71084735,395,,404,,316,160000,500.0,,,,
5.71084735,395,,404,,320,160000,500.0,,,,
6.695037209999999,419,0.00075,405,0.004239147063344717,324,170000,500.0,-18.239604949951172,8334,0.05318354070186615,-14.786354064941406
6.695037209999999,419,,405,,328,170000,500.0,,,,
6.695037209999999,419,,405,,332,170000,500.0,,,,
6.695037209999999,419,,405,,336,170000,500.0,,,,
6.695037209999999,419,,405,,340,170000,500.0,,,,
4.19277169,446,0.00075,403,0.0037267585285007954,344,180000,500.0,-17.43728256225586,8834,0.07608240842819214,-9.737616539001465
4.19277169,446,,403,,348,180000,500.0,,,,
4.19277169,446,,403,,352,180000,500.0,,,,
4.19277169,446,,403,,356,180000,500.0,,,,
4.19277169,446,,403,,360,180000,500.0,,,,
3.55924038,470,0.00075,403,0.003281753044575453,364,190000,500.0,-17.0237979888916,9334,0.03146497160196304,0.8103104829788208
3.55924038,470,,403,,368,190000,500.0,,,,
3.55924038,470,,403,,372,190000,500.0,,,,
3.55924038,470,,403,,376,190000,500.0,,,,
3.55924038,470,,403,,380,190000,500.0,,,,
3.4652024800000003,496,0.00075,402,0.0031038036104291677,384,200000,500.0,-16.519649505615234,9834,2.323138952255249,-15.592436790466309
3.4652024800000003,496,,402,,388,200000,500.0,,,,
3.4652024800000003,496,,402,,392,200000,500.0,,,,
3.4652024800000003,496,,402,,396,200000,500.0,,,,
3.4652024800000003,496,,402,,400,200000,500.0,,,,
4.96848632,522,0.00075,402,0.003019440220668912,404,210000,500.0,-16.179527282714844,10334,0.03414066135883331,6.034319877624512
4.96848632,522,,402,,408,210000,500.0,,,,
4.96848632,522,,402,,412,210000,500.0,,,,
4.96848632,522,,402,,416,210000,500.0,,,,
4.96848632,522,,402,,420,210000,500.0,,,,
13.074852689999998,548,0.00075,400,0.002906054025515914,424,220000,500.0,-15.858682632446289,10834,0.0488237664103508,14.118152618408203
13.074852689999998,548,,400,,428,220000,500.0,,,,
13.074852689999998,548,,400,,432,220000,500.0,,,,
13.074852689999998,548,,400,,436,220000,500.0,,,,
13.074852689999998,548,,400,,440,220000,500.0,,,,
18.479220270000003,574,0.00075,400,0.002772261155769229,444,230000,500.0,-15.403114318847656,11334,0.03700992092490196,6.489712715148926
18.479220270000003,574,,400,,448,230000,500.0,,,,
18.479220270000003,574,,400,,452,230000,500.0,,,,
18.479220270000003,574,,400,,456,230000,500.0,,,,
18.479220270000003,574,,400,,460,230000,500.0,,,,
21.21431261,599,0.00075,400,0.0029325638897717,464,240000,500.0,-15.410357475280762,11834,0.035105325281620026,10.69074821472168
21.21431261,599,,400,,468,240000,500.0,,,,
21.21431261,599,,400,,472,240000,500.0,,,,
21.21431261,599,,400,,476,240000,500.0,,,,
21.21431261,599,,400,,480,240000,500.0,,,,
21.826036000000002,624,0.00075,400,0.002984084887430072,484,250000,500.0,-15.152970314025879,12334,0.06985044479370117,-7.152188301086426
21.826036000000002,624,,400,,488,250000,500.0,,,,
21.826036000000002,624,,400,,492,250000,500.0,,,,
21.826036000000002,624,,400,,496,250000,500.0,,,,
21.826036000000002,624,,400,,500,250000,500.0,,,,
23.419814280000004,649,0.00075,400,0.0028803334571421146,504,260000,500.0,-14.638240814208984,12834,0.05391918867826462,8.73000431060791
23.419814280000004,649,,400,,508,260000,500.0,,,,
23.419814280000004,649,,400,,512,260000,500.0,,,,
23.419814280000004,649,,400,,516,260000,500.0,,,,
23.419814280000004,649,,400,,520,260000,500.0,,,,
15.453782660000003,674,0.00075,400,0.003119219094514847,524,270000,500.0,-14.391043663024902,13334,0.04882638156414032,-0.8475062847137451
15.453782660000003,674,,400,,528,270000,500.0,,,,
15.453782660000003,674,,400,,532,270000,500.0,,,,
15.453782660000003,674,,400,,536,270000,500.0,,,,
15.453782660000003,674,,400,,540,270000,500.0,,,,
9.83425479,696,0.00075,402,0.0031315439846366644,544,280000,500.0,-14.550009727478027,13834,0.04746057465672493,19.527639389038086
9.83425479,696,,402,,548,280000,500.0,,,,
9.83425479,696,,402,,552,280000,500.0,,,,
9.83425479,696,,402,,556,280000,500.0,,,,
9.83425479,696,,402,,560,280000,500.0,,,,
7.074956009999998,720,0.00075,402,0.0034295381046831608,564,290000,500.0,-13.631706237792969,14334,1.3012504577636719,-2.9440219402313232
7.074956009999998,720,,402,,568,290000,500.0,,,,
7.074956009999998,720,,402,,572,290000,500.0,,,,
7.074956009999998,720,,402,,576,290000,500.0,,,,
7.074956009999998,720,,402,,580,290000,500.0,,,,
6.294704119999999,745,0.00075,402,0.003446990391239524,584,300000,500.0,-13.699939727783203,14834,0.054537076503038406,-13.736621856689453
6.294704119999999,745,,402,,588,300000,500.0,,,,
6.294704119999999,745,,402,,592,300000,500.0,,,,
6.294704119999999,745,,402,,596,300000,500.0,,,,
6.294704119999999,745,,402,,600,300000,500.0,,,,
1.5644127700000001,769,0.00075,402,0.0034780383575707674,604,310000,500.0,-13.209428787231445,15334,0.04799255356192589,-12.181854248046875
1.5644127700000001,769,,402,,608,310000,500.0,,,,
1.5644127700000001,769,,402,,612,310000,500.0,,,,
1.5644127700000001,769,,402,,616,310000,500.0,,,,
1.5644127700000001,769,,402,,620,310000,500.0,,,,
0.68907446,795,0.00075,402,0.0032752358820289373,624,320000,500.0,-13.47093391418457,15834,0.05340621620416641,-6.846676349639893
0.68907446,795,,402,,628,320000,500.0,,,,
0.68907446,795,,402,,632,320000,500.0,,,,
0.68907446,795,,402,,636,320000,500.0,,,,
0.68907446,795,,402,,640,320000,500.0,,,,
3.5189343599999994,819,0.00075,402,0.0031915376894176006,644,330000,500.0,-13.014514923095703,16334,0.0721101388335228,-4.108500957489014
3.5189343599999994,819,,402,,648,330000,500.0,,,,
3.5189343599999994,819,,402,,652,330000,500.0,,,,
3.5189343599999994,819,,402,,656,330000,500.0,,,,
3.5189343599999994,819,,402,,660,330000,500.0,,,,
3.8973995400000003,843,0.00075,403,0.003065272932872176,664,340000,500.0,-12.930469512939453,16834,0.0543658584356308,2.08363676071167
3.8973995400000003,843,,403,,668,340000,500.0,,,,
3.8973995400000003,843,,403,,672,340000,500.0,,,,
3.8973995400000003,843,,403,,676,340000,500.0,,,,
3.8973995400000003,843,,403,,680,340000,500.0,,,,
9.19925303,867,0.00075,403,0.0032234799582511187,684,350000,500.0,-12.614616394042969,17334,0.03860890865325928,-3.836489677429199
9.19925303,867,,403,,688,350000,500.0,,,,
9.19925303,867,,403,,692,350000,500.0,,,,
9.19925303,867,,403,,696,350000,500.0,,,,
9.19925303,867,,403,,700,350000,500.0,,,,
9.639204439999999,892,0.00075,403,0.0033847021404653788,704,360000,500.0,-12.122940063476562,17834,0.1110360398888588,-5.066133499145508
9.639204439999999,892,,403,,708,360000,500.0,,,,
9.639204439999999,892,,403,,712,360000,500.0,,,,
9.639204439999999,892,,403,,716,360000,500.0,,,,
9.639204439999999,892,,403,,720,360000,500.0,,,,
9.884601570000001,915,0.00075,403,0.0032009794376790524,724,370000,500.0,-11.863956451416016,18334,0.23290622234344482,1.836456060409546
9.884601570000001,915,,403,,728,370000,500.0,,,,
9.884601570000001,915,,403,,732,370000,500.0,,,,
9.884601570000001,915,,403,,736,370000,500.0,,,,
9.884601570000001,915,,403,,740,370000,500.0,,,,
7.99662063,940,0.00075,403,0.0034146043471992016,744,380000,500.0,-11.509737968444824,18834,0.06829503178596497,11.320073127746582
7.99662063,940,,403,,748,380000,500.0,,,,
7.99662063,940,,403,,752,380000,500.0,,,,
7.99662063,940,,403,,756,380000,500.0,,,,
7.99662063,940,,403,,760,380000,500.0,,,,
10.18027372,967,0.00075,403,0.003595546120777726,764,390000,500.0,-12.020435333251953,19334,0.10183927416801453,-13.88698959350586
10.18027372,967,,403,,768,390000,500.0,,,,
10.18027372,967,,403,,772,390000,500.0,,,,
10.18027372,967,,403,,776,390000,500.0,,,,
10.18027372,967,,403,,780,390000,500.0,,,,
16.89875624,994,0.00075,402,0.0034135752357542515,784,400000,500.0,-12.076040267944336,19834,0.4922788143157959,1.3695485591888428
16.89875624,994,,402,,788,400000,500.0,,,,
16.89875624,994,,402,,792,400000,500.0,,,,
16.89875624,994,,402,,796,400000,500.0,,,,
16.89875624,994,,402,,800,400000,500.0,,,,
17.97447695,1019,0.00075,402,0.0034111395943909883,804,410000,500.0,-11.558577537536621,20334,0.6414016485214233,-5.50758695602417
17.97447695,1019,,402,,808,410000,500.0,,,,
17.97447695,1019,,402,,812,410000,500.0,,,,
17.97447695,1019,,402,,816,410000,500.0,,,,
17.97447695,1019,,402,,820,410000,500.0,,,,
21.28041766,1044,0.00075,401,0.0035772938281297684,824,420000,500.0,-11.571971893310547,20834,0.09235918521881104,0.8178672790527344
21.28041766,1044,,401,,828,420000,500.0,,,,
21.28041766,1044,,401,,832,420000,500.0,,,,
21.28041766,1044,,401,,836,420000,500.0,,,,
21.28041766,1044,,401,,840,420000,500.0,,,,
62.389732649999985,1069,0.00075,402,0.0038862740620970726,844,430000,500.0,-11.5037202835083,21334,0.36505115032196045,-0.35898590087890625
62.389732649999985,1069,,402,,848,430000,500.0,,,,
62.389732649999985,1069,,402,,852,430000,500.0,,,,
62.389732649999985,1069,,402,,856,430000,500.0,,,,
62.389732649999985,1069,,402,,860,430000,500.0,,,,
65.63792081000001,1094,0.00075,402,0.0038888007402420044,864,440000,500.0,-11.46986198425293,21834,0.432663232088089,-9.768207550048828
65.63792081000001,1094,,402,,868,440000,500.0,,,,
65.63792081000001,1094,,402,,872,440000,500.0,,,,
65.63792081000001,1094,,402,,876,440000,500.0,,,,
65.63792081000001,1094,,402,,880,440000,500.0,,,,
81.10065295,1119,0.00075,401,0.00383908418007195,884,450000,500.0,-12.058597564697266,22334,0.07546858489513397,-9.086971282958984
81.10065295,1119,,401,,888,450000,500.0,,,,
81.10065295,1119,,401,,892,450000,500.0,,,,
81.10065295,1119,,401,,896,450000,500.0,,,,
81.10065295,1119,,401,,900,450000,500.0,,,,
103.62534197000001,1146,0.00075,401,0.004107268527150154,904,460000,500.0,-10.530231475830078,22834,0.6962779760360718,-7.615172386169434
103.62534197000001,1146,,401,,908,460000,500.0,,,,
103.62534197000001,1146,,401,,912,460000,500.0,,,,
103.62534197000001,1146,,401,,916,460000,500.0,,,,
103.62534197000001,1146,,401,,920,460000,500.0,,,,
101.80026159,1172,0.00075,401,0.0042467438615858555,924,470000,500.0,-12.070064544677734,23334,0.3150845766067505,-0.12306362390518188
101.80026159,1172,,401,,928,470000,500.0,,,,
101.80026159,1172,,401,,932,470000,500.0,,,,
101.80026159,1172,,401,,936,470000,500.0,,,,
101.80026159,1172,,401,,940,470000,500.0,,,,
69.37521579999999,1196,0.00075,401,0.004548647906631231,944,480000,500.0,-10.803115844726562,23834,0.7792154550552368,5.006251811981201
69.37521579999999,1196,,401,,948,480000,500.0,,,,
69.37521579999999,1196,,401,,952,480000,500.0,,,,
69.37521579999999,1196,,401,,956,480000,500.0,,,,
69.37521579999999,1196,,401,,960,480000,500.0,,,,
79.49112721,1223,0.00075,400,0.004439153242856264,964,490000,500.0,-10.838774681091309,24334,2.134705066680908,-0.01224660873413086
79.49112721,1223,,400,,968,490000,500.0,,,,
79.49112721,1223,,400,,972,490000,500.0,,,,
79.49112721,1223,,400,,976,490000,500.0,,,,
79.49112721,1223,,400,,980,490000,500.0,,,,
101.15546116000002,1247,0.00075,400,0.004357717931270599,984,500000,500.0,-12.774932861328125,24834,1.2843923568725586,12.899357795715332
101.15546116000002,1247,,400,,988,500000,500.0,,,,
101.15546116000002,1247,,400,,992,500000,500.0,,,,
101.15546116000002,1247,,400,,996,500000,500.0,,,,
101.15546116000002,1247,,400,,1000,500000,500.0,,,,
87.12421870999998,1273,0.00075,400,0.004421848338097334,1004,510000,500.0,-13.419790267944336,25334,0.6672519445419312,-0.16140437126159668
87.12421870999998,1273,,400,,1008,510000,500.0,,,,
87.12421870999998,1273,,400,,1012,510000,500.0,,,,
87.12421870999998,1273,,400,,1016,510000,500.0,,,,
87.12421870999998,1273,,400,,1020,510000,500.0,,,,
118.98484249,1298,0.00075,400,0.004542504902929068,1024,520000,500.0,-11.581382751464844,25834,0.4281803369522095,8.143549919128418
118.98484249,1298,,400,,1028,520000,500.0,,,,
118.98484249,1298,,400,,1032,520000,500.0,,,,
118.98484249,1298,,400,,1036,520000,500.0,,,,
118.98484249,1298,,400,,1040,520000,500.0,,,,
113.14193184000001,1324,0.00075,400,0.004914325196295977,1044,530000,500.0,-11.504769325256348,26334,0.2824705243110657,-1.9783653020858765
113.14193184000001,1324,,400,,1048,530000,500.0,,,,
113.14193184000001,1324,,400,,1052,530000,500.0,,,,
113.14193184000001,1324,,400,,1056,530000,500.0,,,,
113.14193184000001,1324,,400,,1060,530000,500.0,,,,
144.55232594999998,1349,0.00075,400,0.005188210867345333,1064,540000,500.0,-11.974055290222168,26834,1.4914417266845703,39.2716064453125
144.55232594999998,1349,,400,,1068,540000,500.0,,,,
144.55232594999998,1349,,400,,1072,540000,500.0,,,,
144.55232594999998,1349,,400,,1076,540000,500.0,,,,
144.55232594999998,1349,,400,,1080,540000,500.0,,,,
106.60449516,1374,0.00075,400,0.005234515760093927,1084,550000,500.0,-12.415487289428711,27334,0.3465035557746887,-9.495201110839844
106.60449516,1374,,400,,1088,550000,500.0,,,,
106.60449516,1374,,400,,1092,550000,500.0,,,,
106.60449516,1374,,400,,1096,550000,500.0,,,,
106.60449516,1374,,400,,1100,550000,500.0,,,,
105.03168335999999,1400,0.00075,399,0.005826187320053577,1104,560000,500.0,-13.169785499572754,27834,0.3937554359436035,5.9218058586120605
105.03168335999999,1400,,399,,1108,560000,500.0,,,,
105.03168335999999,1400,,399,,1112,560000,500.0,,,,
105.03168335999999,1400,,399,,1116,560000,500.0,,,,
105.03168335999999,1400,,399,,1120,560000,500.0,,,,
80.26664189,1425,0.00075,399,0.005707236006855965,1124,570000,500.0,-11.772865295410156,28334,0.48696985840797424,-3.4627039432525635
80.26664189,1425,,399,,1128,570000,500.0,,,,
80.26664189,1425,,399,,1132,570000,500.0,,,,
80.26664189,1425,,399,,1136,570000,500.0,,,,
80.26664189,1425,,399,,1140,570000,500.0,,,,
98.92741606999999,1451,0.00075,399,0.006334854755550623,1144,580000,500.0,-12.66633129119873,28834,0.37316691875457764,8.298920631408691
98.92741606999999,1451,,399,,1148,580000,500.0,,,,
98.92741606999999,1451,,399,,1152,580000,500.0,,,,
98.92741606999999,1451,,399,,1156,580000,500.0,,,,
98.92741606999999,1451,,399,,1160,580000,500.0,,,,
86.10345953,1477,0.00075,399,0.006144022103399038,1164,590000,500.0,-16.419479370117188,29334,1.1578422784805298,2.3326869010925293
86.10345953,1477,,399,,1168,590000,500.0,,,,
86.10345953,1477,,399,,1172,590000,500.0,,,,
86.10345953,1477,,399,,1176,590000,500.0,,,,
86.10345953,1477,,399,,1180,590000,500.0,,,,
111.22130707000001,1503,0.00075,398,0.00660601956769824,1184,600000,500.0,-14.895898818969727,29834,0.41144609451293945,-0.33008575439453125
111.22130707000001,1503,,398,,1188,600000,500.0,,,,
111.22130707000001,1503,,398,,1192,600000,500.0,,,,
111.22130707000001,1503,,398,,1196,600000,500.0,,,,
111.22130707000001,1503,,398,,1200,600000,500.0,,,,
139.12084073000003,1529,0.00075,398,0.007206680253148079,1204,610000,500.0,-16.318790435791016,30334,2.680656909942627,4.98187255859375
139.12084073000003,1529,,398,,1208,610000,500.0,,,,
139.12084073000003,1529,,398,,1212,610000,500.0,,,,
139.12084073000003,1529,,398,,1216,610000,500.0,,,,
139.12084073000003,1529,,398,,1220,610000,500.0,,,,
150.35888826,1556,0.00075,398,0.007706683594733477,1224,620000,500.0,-15.172844886779785,30834,2.894822120666504,4.0256524085998535
150.35888826,1556,,398,,1228,620000,500.0,,,,
150.35888826,1556,,398,,1232,620000,500.0,,,,
150.35888826,1556,,398,,1236,620000,500.0,,,,
150.35888826,1556,,398,,1240,620000,500.0,,,,
185.31507522000004,1581,0.00075,398,0.008453411050140858,1244,630000,500.0,-14.677494049072266,31334,0.774196207523346,7.448955535888672
185.31507522000004,1581,,398,,1248,630000,500.0,,,,
185.31507522000004,1581,,398,,1252,630000,500.0,,,,
185.31507522000004,1581,,398,,1256,630000,500.0,,,,
185.31507522000004,1581,,398,,1260,630000,500.0,,,,
180.80397634000002,1607,0.00075,398,0.008230805397033691,1264,640000,500.0,-15.481209754943848,31834,1.118265151977539,-0.5918655395507812
180.80397634000002,1607,,398,,1268,640000,500.0,,,,
180.80397634000002,1607,,398,,1272,640000,500.0,,,,
180.80397634000002,1607,,398,,1276,640000,500.0,,,,
180.80397634000002,1607,,398,,1280,640000,500.0,,,,
205.87038565000003,1633,0.00075,397,0.008390662260353565,1284,650000,500.0,-16.8052978515625,32334,0.9580281972885132,-3.621520757675171
205.87038565000003,1633,,397,,1288,650000,500.0,,,,
205.87038565000003,1633,,397,,1292,650000,500.0,,,,
205.87038565000003,1633,,397,,1296,650000,500.0,,,,
205.87038565000003,1633,,397,,1300,650000,500.0,,,,
186.77397824,1660,0.00075,397,0.008945243433117867,1304,660000,500.0,-17.322635650634766,32834,3.4445714950561523,-4.944703578948975
186.77397824,1660,,397,,1308,660000,500.0,,,,
186.77397824,1660,,397,,1312,660000,500.0,,,,
186.77397824,1660,,397,,1316,660000,500.0,,,,
186.77397824,1660,,397,,1320,660000,500.0,,,,
207.76129496000001,1686,0.00075,397,0.009335551410913467,1324,670000,500.0,-17.811389923095703,33334,0.8463261127471924,5.035085678100586
207.76129496000001,1686,,397,,1328,670000,500.0,,,,
207.76129496000001,1686,,397,,1332,670000,500.0,,,,
207.76129496000001,1686,,397,,1336,670000,500.0,,,,
207.76129496000001,1686,,397,,1340,670000,500.0,,,,
172.57594824999995,1712,0.00075,397,0.009439886547625065,1344,680000,500.0,-18.221817016601562,33834,3.4667859077453613,-5.872931480407715
172.57594824999995,1712,,397,,1348,680000,500.0,,,,
172.57594824999995,1712,,397,,1352,680000,500.0,,,,
172.57594824999995,1712,,397,,1356,680000,500.0,,,,
172.57594824999995,1712,,396,,1360,680000,500.0,,,,
192.58150175999998,1738,0.00075,396,0.00983863789588213,1364,690000,500.0,-18.711902618408203,34334,1.158761739730835,-5.974725246429443
192.58150175999998,1738,,396,,1368,690000,500.0,,,,
192.58150175999998,1738,,396,,1372,690000,500.0,,,,
192.58150175999998,1738,,396,,1376,690000,500.0,,,,
192.58150175999998,1738,,396,,1380,690000,500.0,,,,
184.60832330000005,1764,0.00075,396,0.00900582130998373,1384,700000,500.0,-20.095809936523438,34834,0.8433208465576172,-8.185453414916992
184.60832330000005,1764,,396,,1388,700000,500.0,,,,
184.60832330000005,1764,,396,,1392,700000,500.0,,,,
184.60832330000005,1764,,396,,1396,700000,500.0,,,,
184.60832330000005,1764,,396,,1400,700000,500.0,,,,
211.39287279000004,1790,0.00075,396,0.009428972378373146,1404,710000,500.0,-23.11873435974121,35334,1.971178650856018,-4.7823591232299805
211.39287279000004,1790,,396,,1408,710000,500.0,,,,
211.39287279000004,1790,,396,,1412,710000,500.0,,,,
211.39287279000004,1790,,396,,1416,710000,500.0,,,,
211.39287279000004,1790,,396,,1420,710000,500.0,,,,
194.53848806000005,1816,0.00075,396,0.009201946668326855,1424,720000,500.0,-24.066287994384766,35834,1.1666841506958008,-1.5205376148223877
194.53848806000005,1816,,396,,1428,720000,500.0,,,,
194.53848806000005,1816,,396,,1432,720000,500.0,,,,
194.53848806000005,1816,,396,,1436,720000,500.0,,,,
194.53848806000005,1816,,396,,1440,720000,500.0,,,,
196.30649924999997,1842,0.00075,396,0.009566567838191986,1444,730000,500.0,-26.803823471069336,36334,1.4749877452850342,3.024172306060791
196.30649924999997,1842,,396,,1448,730000,500.0,,,,
196.30649924999997,1842,,396,,1452,730000,500.0,,,,
196.30649924999997,1842,,396,,1456,730000,500.0,,,,
196.30649924999997,1842,,396,,1460,730000,500.0,,,,
191.92595141,1869,0.00075,395,0.009645498357713223,1464,740000,500.0,-24.3481388092041,36834,1.4828729629516602,-1.1470329761505127
191.92595141,1869,,395,,1468,740000,500.0,,,,
191.92595141,1869,,395,,1472,740000,500.0,,,,
191.92595141,1869,,395,,1476,740000,500.0,,,,
191.92595141,1869,,395,,1480,740000,500.0,,,,
183.68797361999998,1895,0.00075,395,0.010237762704491615,1484,750000,500.0,-25.794017791748047,37334,1.1620674133300781,-5.787178993225098
183.68797361999998,1895,,395,,1488,750000,500.0,,,,
183.68797361999998,1895,,395,,1492,750000,500.0,,,,
183.68797361999998,1895,,395,,1496,750000,500.0,,,,
183.68797361999998,1895,,395,,1500,750000,500.0,,,,
161.86572565999998,1921,0.00075,395,0.01039416529238224,1504,760000,500.0,-21.300735473632812,37834,0.45891422033309937,-3.0658531188964844
161.86572565999998,1921,,395,,1508,760000,500.0,,,,
161.86572565999998,1921,,395,,1512,760000,500.0,,,,
161.86572565999998,1921,,395,,1516,760000,500.0,,,,
161.86572565999998,1921,,395,,1520,760000,500.0,,,,
194.74149491999998,1947,0.00075,395,0.010407640598714352,1524,770000,500.0,-25.972076416015625,38334,0.9250837564468384,1.309065341949463
194.74149491999998,1947,,395,,1528,770000,500.0,,,,
194.74149491999998,1947,,395,,1532,770000,500.0,,,,
194.74149491999998,1947,,395,,1536,770000,500.0,,,,
194.74149491999998,1947,,395,,1540,770000,500.0,,,,
