train/n_updates,time/episodes,train/learning_rate,train/actor_loss,train/critic_loss,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/ent_coef_loss
334,4,0.00075,-12.120485305786133,0.07865273952484131,500.0,10000,0.7788302302360535,0.0,470,21,-2.9371066093444824
,8,,,,500.0,10000,,0.0,469,21,
,12,,,,500.0,10000,,0.0,469,21,
,16,,,,500.0,10000,,0.0,469,21,
,20,,,,500.0,10000,,0.0,469,21,
834,24,0.00075,-16.156070709228516,0.038116276264190674,500.0,20000,0.5352349877357483,0.0,433,46,-7.35444450378418
,28,,,,500.0,20000,,0.0,433,46,
,32,,,,500.0,20000,,0.0,433,46,
,36,,,,500.0,20000,,0.0,433,46,
,40,,,,500.0,20000,,0.0,433,46,
1334,44,0.00075,-18.934459686279297,0.02405216544866562,500.0,30000,0.3678784966468811,0.0,419,71,-11.70097541809082
,48,,,,500.0,30000,,0.0,419,71,
,52,,,,500.0,30000,,0.0,419,71,
,56,,,,500.0,30000,,0.0,419,71,
,60,,,,500.0,30000,,0.0,419,71,
1834,64,0.00075,-20.889514923095703,0.02888086810708046,500.0,40000,0.25282377004623413,0.0,411,97,-16.175601959228516
,68,,,,500.0,40000,,0.0,411,97,
,72,,,,500.0,40000,,0.0,411,97,
,76,,,,500.0,40000,,0.0,411,97,
,80,,,,500.0,40000,,0.0,411,97,
2334,84,0.00075,-21.6464900970459,3.1954166889190674,500.0,50000,0.17379404604434967,0.0,408,122,-20.531068801879883
,88,,,,500.0,50000,,0.0,408,122,
,92,,,,500.0,50000,,0.0,408,122,
,96,,,,500.0,50000,,0.0,408,122,
,100,,,,500.0,50000,,0.0,407,122,
2834,104,0.00075,-22.00855255126953,0.03181330859661102,500.0,60000,0.11950754374265671,1.65,404,148,-24.93598175048828
,108,,,,500.0,60000,,1.65,404,148,
,112,,,,500.0,60000,,1.65,404,148,
,116,,,,500.0,60000,,1.65,404,148,
,120,,,,500.0,60000,,1.65,404,148,
3334,124,0.00075,-22.26629066467285,0.03975633904337883,500.0,70000,0.08229384571313858,1.65,401,174,-29.046110153198242
,128,,,,500.0,70000,,1.65,401,174,
,132,,,,500.0,70000,,1.65,401,174,
,136,,,,500.0,70000,,1.65,401,174,
,140,,,,500.0,70000,,1.65,401,174,
3834,144,0.00075,-22.11601448059082,0.054015204310417175,500.0,80000,0.05682835355401039,1.65,399,200,-33.48187255859375
,148,,,,500.0,80000,,1.65,399,200,
,152,,,,500.0,80000,,1.65,399,200,
,156,,,,500.0,80000,,1.65,399,200,
,160,,,,500.0,80000,,1.65,399,200,
4334,164,0.00075,-21.51839828491211,0.045425351709127426,500.0,90000,0.039388298988342285,1.65,398,225,-37.22317123413086
,168,,,,500.0,90000,,1.65,398,225,
,172,,,,500.0,90000,,1.65,398,225,
,176,,,,500.0,90000,,1.65,398,225,
,180,,,,500.0,90000,,1.65,398,225,
4834,184,0.00075,-21.33928680419922,3.4054596424102783,500.0,100000,0.027435440570116043,1.65,397,251,-38.45892333984375
,188,,,,500.0,100000,,1.65,397,251,
,192,,,,500.0,100000,,1.65,397,251,
,196,,,,500.0,100000,,1.65,397,251,
,200,,,,500.0,100000,,1.65,397,251,
5334,204,0.00075,-20.728107452392578,0.03572364151477814,500.0,110000,0.019305752590298653,0.0,396,277,-41.70069122314453
,208,,,,500.0,110000,,0.0,396,277,
,212,,,,500.0,110000,,0.0,396,277,
,216,,,,500.0,110000,,0.0,396,277,
,220,,,,500.0,110000,,0.0,396,277,
5834,224,0.00075,-20.434078216552734,0.06368614733219147,500.0,120000,0.013891591690480709,0.06,397,302,-40.93883514404297
,228,,,,500.0,120000,,0.06,397,302,
,232,,,,500.0,120000,,0.06,397,302,
,236,,,,500.0,120000,,0.06,397,302,
,240,,,,500.0,120000,,0.06,397,302,
6334,244,0.00075,-19.646812438964844,0.03943028301000595,500.0,130000,0.010151389986276627,0.06,396,328,-33.427452087402344
,248,,,,500.0,130000,,0.06,396,328,
,252,,,,500.0,130000,,0.06,396,328,
,256,,,,500.0,130000,,0.06,396,328,
,260,,,,500.0,130000,,0.06,396,328,
6834,264,0.00075,-18.979671478271484,0.041313812136650085,500.0,140000,0.007692133542150259,5.83,395,354,-24.75536346435547
,268,,,,500.0,140000,,5.83,395,354,
,272,,,,500.0,140000,,5.83,395,354,
,276,,,,500.0,140000,,5.83,395,354,
,280,,,,500.0,140000,,5.83,395,354,
7334,284,0.00075,-18.962635040283203,0.033011145889759064,500.0,150000,0.006044187117367983,5.83,394,379,-26.257843017578125
,288,,,,500.0,150000,,5.83,394,379,
,292,,,,500.0,150000,,5.83,394,379,
,296,,,,500.0,150000,,5.83,394,379,
,300,,,,500.0,150000,,5.83,394,379,
7834,304,0.00075,-18.351247787475586,0.02714148722589016,500.0,160000,0.0049975235015153885,5.83,394,405,-22.42041015625
,308,,,,500.0,160000,,5.83,394,405,
,312,,,,500.0,160000,,5.83,394,405,
,316,,,,500.0,160000,,5.83,394,405,
,320,,,,500.0,160000,,5.83,394,405,
8334,324,0.00075,-17.689834594726562,0.041226036846637726,500.0,170000,0.004119932185858488,5.77,393,431,-21.414852142333984
,328,,,,500.0,170000,,5.77,393,431,
,332,,,,500.0,170000,,5.77,393,431,
,336,,,,500.0,170000,,5.77,393,431,
,340,,,,500.0,170000,,5.77,393,431,
8834,344,0.00075,-17.016178131103516,0.02596442773938179,500.0,180000,0.0034889932721853256,8.17,393,457,-11.182451248168945
,348,,,,500.0,180000,,8.17,393,457,
,352,,,,500.0,180000,,8.17,393,457,
,356,,,,500.0,180000,,8.17,393,457,
,360,,,,500.0,180000,,8.17,393,457,
9334,364,0.00075,-16.81441879272461,0.020310301333665848,500.0,190000,0.003051749197766185,2.4,393,483,-9.808558464050293
,368,,,,500.0,190000,,2.4,393,483,
,372,,,,500.0,190000,,2.4,393,483,
,376,,,,500.0,190000,,2.4,393,483,
,380,,,,500.0,190000,,2.4,393,483,
9834,384,0.00075,-16.066219329833984,0.02673003263771534,500.0,200000,0.0028239937964826822,4.6,392,509,-1.5915617942810059
,388,,,,500.0,200000,,4.6,392,509,
,392,,,,500.0,200000,,4.6,392,509,
,396,,,,500.0,200000,,4.6,392,509,
,400,,,,500.0,200000,,4.6,392,509,
10334,404,0.00075,-16.105680465698242,0.022760163992643356,500.0,210000,0.002626959001645446,5.43,392,534,1.7883350849151611
,408,,,,500.0,210000,,5.43,392,534,
,412,,,,500.0,210000,,5.43,392,534,
,416,,,,500.0,210000,,5.43,392,534,
,420,,,,500.0,210000,,5.43,392,534,
10834,424,0.00075,-15.754619598388672,0.027440784499049187,500.0,220000,0.002708586398512125,5.43,392,560,-1.222823143005371
,428,,,,500.0,220000,,5.43,392,560,
,432,,,,500.0,220000,,5.43,392,560,
,436,,,,500.0,220000,,5.43,392,560,
,440,,,,500.0,220000,,5.43,392,560,
11334,444,0.00075,-15.732391357421875,1.879223346710205,500.0,230000,0.0026224409230053425,3.03,392,586,-8.875947952270508
,448,,,,500.0,230000,,3.03,392,586,
,452,,,,500.0,230000,,3.03,392,586,
,456,,,,500.0,230000,,3.03,392,586,
,460,,,,500.0,230000,,3.03,392,586,
11834,464,0.00075,-15.523228645324707,0.033862240612506866,500.0,240000,0.0024329237639904022,3.03,391,612,22.761062622070312
,468,,,,500.0,240000,,3.03,391,612,
,472,,,,500.0,240000,,3.03,391,612,
,476,,,,500.0,240000,,3.03,391,612,
,480,,,,500.0,240000,,3.03,391,612,
12334,484,0.00075,-14.71534538269043,0.023720407858490944,500.0,250000,0.002379125449806452,2.69,391,638,3.016075611114502
,488,,,,500.0,250000,,2.69,391,638,
,492,,,,500.0,250000,,2.69,391,638,
,496,,,,500.0,250000,,2.69,391,638,
,500,,,,500.0,250000,,2.69,391,638,
12834,504,0.00075,-14.44049072265625,0.04230300337076187,500.0,260000,0.002439884003251791,3.64,391,664,19.578012466430664
,508,,,,500.0,260000,,3.64,391,664,
,512,,,,500.0,260000,,3.64,391,664,
,516,,,,500.0,260000,,3.64,391,664,
,520,,,,500.0,260000,,3.64,391,664,
13334,524,0.00075,-14.508832931518555,0.07276353985071182,500.0,270000,0.0022044219076633453,3.64,390,691,-2.489530563354492
,528,,,,500.0,270000,,3.64,390,691,
,532,,,,500.0,270000,,3.64,390,691,
,536,,,,500.0,270000,,3.64,390,691,
,540,,,,500.0,270000,,3.64,390,691,
13834,544,0.00075,-14.224445343017578,0.03397318720817566,500.0,280000,0.0021103357430547476,3.64,390,717,6.607256889343262
,548,,,,500.0,280000,,3.64,390,717,
,552,,,,500.0,280000,,3.64,390,717,
,556,,,,500.0,280000,,3.64,390,717,
,560,,,,500.0,280000,,3.64,390,717,
14334,564,0.00075,-14.120479583740234,0.023867931216955185,500.0,290000,0.002270948141813278,6.79,389,743,-10.16358757019043
,568,,,,500.0,290000,,6.79,389,743,
,572,,,,500.0,290000,,6.79,389,743,
,576,,,,500.0,290000,,6.79,389,743,
,580,,,,500.0,290000,,6.79,389,743,
14834,584,0.00075,-13.662469863891602,0.03629571199417114,500.0,300000,0.0023349265102297068,7.68,389,770,-3.6826882362365723
,588,,,,500.0,300000,,7.68,389,770,
,592,,,,500.0,300000,,7.68,389,770,
,596,,,,500.0,300000,,7.68,389,770,
,600,,,,500.0,300000,,7.68,389,770,
15334,604,0.00075,-13.582727432250977,0.0325813964009285,500.0,310000,0.0020576906390488148,13.24,389,796,0.47122418880462646
,608,,,,500.0,310000,,13.24,389,796,
,612,,,,500.0,310000,,13.24,389,796,
,616,,,,500.0,310000,,13.24,389,796,
,620,,,,500.0,310000,,13.24,389,796,
15834,624,0.00075,-12.9410400390625,0.019717153161764145,500.0,320000,0.002167085185647011,15.14,388,822,-3.8285510540008545
,628,,,,500.0,320000,,15.14,388,822,
,632,,,,500.0,320000,,15.14,388,822,
,636,,,,500.0,320000,,15.14,388,822,
,640,,,,500.0,320000,,15.14,388,822,
16334,644,0.00075,-12.629287719726562,0.021127775311470032,500.0,330000,0.002158293966203928,17.96,388,848,3.301361083984375
,648,,,,500.0,330000,,17.96,388,848,
,652,,,,500.0,330000,,17.96,388,848,
,656,,,,500.0,330000,,17.96,388,848,
,660,,,,500.0,330000,,17.96,388,848,
16834,664,0.00075,-13.13614273071289,0.02744930237531662,500.0,340000,0.002173400018364191,24.97,388,875,-5.267167091369629
,668,,,,500.0,340000,,24.97,388,875,
,672,,,,500.0,340000,,24.97,388,875,
,676,,,,500.0,340000,,24.97,388,875,
,680,,,,500.0,340000,,24.97,388,875,
17334,684,0.00075,-12.596761703491211,0.03610064089298248,500.0,350000,0.0022031283006072044,22.22,387,903,-4.013428688049316
,688,,,,500.0,350000,,22.22,387,903,
,692,,,,500.0,350000,,22.22,387,903,
,696,,,,500.0,350000,,22.22,387,903,
,700,,,,500.0,350000,,22.22,387,903,
17834,704,0.00075,-12.924393653869629,0.07270504534244537,500.0,360000,0.0025835621636360884,28.27,387,928,5.9247589111328125
,708,,,,500.0,360000,,28.27,387,928,
,712,,,,500.0,360000,,28.27,387,928,
,716,,,,500.0,360000,,28.27,387,928,
,720,,,,500.0,360000,,28.27,387,928,
18334,724,0.00075,-12.497993469238281,0.8489639759063721,500.0,370000,0.002828427590429783,46.65,387,955,11.72850227355957
,728,,,,500.0,370000,,46.65,387,955,
,732,,,,500.0,370000,,46.65,387,955,
,736,,,,500.0,370000,,46.65,387,955,
,740,,,,500.0,370000,,46.65,387,955,
18834,744,0.00075,-12.490079879760742,0.03231753408908844,500.0,380000,0.0033847230952233076,54.34,386,982,-8.594587326049805
,748,,,,500.0,380000,,54.34,386,982,
,752,,,,500.0,380000,,54.34,386,982,
,756,,,,500.0,380000,,54.34,386,982,
,760,,,,500.0,380000,,54.34,386,982,
19334,764,0.00075,-12.641393661499023,0.05020245909690857,500.0,390000,0.00332853477448225,44.18,387,1007,-6.969194412231445
,768,,,,500.0,390000,,44.18,387,1007,
,772,,,,500.0,390000,,44.18,387,1007,
,776,,,,500.0,390000,,44.18,387,1007,
,780,,,,500.0,390000,,44.18,387,1007,
19834,784,0.00075,-13.184381484985352,0.04760169982910156,500.0,400000,0.0035023095551878214,44.46,387,1033,3.5765957832336426
,788,,,,500.0,400000,,44.46,387,1033,
,792,,,,500.0,400000,,44.46,387,1033,
,796,,,,500.0,400000,,44.46,387,1033,
,800,,,,500.0,400000,,44.46,387,1033,
20334,804,0.00075,-11.843011856079102,0.07508259266614914,500.0,410000,0.0033078771084547043,38.57,387,1059,3.82145357131958
,808,,,,500.0,410000,,38.57,387,1059,
,812,,,,500.0,410000,,38.57,387,1059,
,816,,,,500.0,410000,,38.57,387,1059,
,820,,,,500.0,410000,,38.57,387,1059,
20834,824,0.00075,-11.334224700927734,0.2597712278366089,500.0,420000,0.0035741806495934725,18.29,387,1084,-2.6721017360687256
,828,,,,500.0,420000,,18.29,387,1084,
,832,,,,500.0,420000,,18.29,387,1084,
,836,,,,500.0,420000,,18.29,387,1084,
,840,,,,500.0,420000,,18.29,387,1084,
21334,844,0.00075,-11.785792350769043,0.03510992228984833,500.0,430000,0.0031655142083764076,8.73,387,1110,1.2159050703048706
,848,,,,500.0,430000,,8.73,387,1110,
,852,,,,500.0,430000,,8.73,387,1110,
,856,,,,500.0,430000,,8.73,387,1110,
,860,,,,500.0,430000,,8.73,387,1110,
21834,864,0.00075,-12.059463500976562,0.034327443689107895,500.0,440000,0.003566313534975052,8.73,387,1136,5.594947338104248
,868,,,,500.0,440000,,8.73,387,1136,
,872,,,,500.0,440000,,8.73,387,1136,
,876,,,,500.0,440000,,8.73,387,1136,
,880,,,,500.0,440000,,8.73,387,1136,
22334,884,0.00075,-12.224807739257812,0.05752282589673996,500.0,450000,0.0037633057218044996,47.4,386,1163,-3.3506641387939453
,888,,,,500.0,450000,,47.4,386,1163,
,892,,,,500.0,450000,,47.4,386,1163,
,896,,,,500.0,450000,,47.4,386,1163,
,900,,,,500.0,450000,,47.4,386,1163,
22834,904,0.00075,-13.166601181030273,0.04902857169508934,500.0,460000,0.004051444586366415,47.0,386,1189,4.553197860717773
,908,,,,500.0,460000,,47.0,386,1189,
,912,,,,500.0,460000,,47.0,386,1189,
,916,,,,500.0,460000,,47.0,386,1189,
,920,,,,500.0,460000,,47.0,386,1189,
23334,924,0.00075,-11.824698448181152,0.6205485463142395,500.0,470000,0.004023350775241852,56.05,386,1216,1.3459343910217285
,928,,,,500.0,470000,,56.05,386,1216,
,932,,,,500.0,470000,,56.05,386,1216,
,936,,,,500.0,470000,,56.05,386,1216,
,940,,,,500.0,470000,,56.05,386,1216,
23834,944,0.00075,-11.992597579956055,0.6984714865684509,500.0,480000,0.004025814589112997,56.05,386,1242,4.119132995605469
,948,,,,500.0,480000,,56.05,386,1242,
,952,,,,500.0,480000,,56.05,386,1242,
,956,,,,500.0,480000,,56.05,386,1242,
,960,,,,500.0,480000,,56.05,386,1242,
24334,964,0.00075,-12.742156982421875,0.13779884576797485,500.0,490000,0.004185771569609642,81.45,386,1269,5.4575347900390625
,968,,,,500.0,490000,,81.45,386,1269,
,972,,,,500.0,490000,,81.45,386,1269,
,976,,,,500.0,490000,,81.45,386,1269,
,980,,,,500.0,490000,,81.45,386,1269,
24834,984,0.00075,-12.646636962890625,4.024480819702148,500.0,500000,0.004148613661527634,42.98,386,1294,5.379332065582275
,988,,,,500.0,500000,,42.98,386,1294,
,992,,,,500.0,500000,,42.98,386,1294,
,996,,,,500.0,500000,,42.98,386,1294,
,1000,,,,500.0,500000,,42.98,386,1294,
25334,1004,0.00075,-12.633820533752441,0.0927746444940567,500.0,510000,0.004288370255380869,59.52,385,1322,-0.9072496891021729
,1008,,,,500.0,510000,,59.52,385,1322,
,1012,,,,500.0,510000,,59.52,385,1322,
,1016,,,,500.0,510000,,59.52,385,1322,
,1020,,,,500.0,510000,,59.52,385,1322,
