rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,train/ent_coef,train/critic_loss,time/episodes,time/total_timesteps,train/ent_coef_loss,train/actor_loss,time/fps,train/learning_rate,time/time_elapsed
500.0,264,1.3503145714285714,0.8208929896354675,0.1135062724351883,10,7000,-2.322220802307129,-11.615337371826172,242,0.00075,28
500.0,764,1.3420187142857143,0.5640890598297119,0.03440050035715103,20,14000,-6.775904655456543,-15.670897483825684,232,0.00075,60
500.0,1264,1.2881672857142856,0.3876684606075287,0.04395253583788872,30,21000,-11.165321350097656,-18.54983139038086,229,0.00075,91
500.0,,1.2881672857142856,,,40,21000,,,229,,91
500.0,1764,1.21131525,0.26645731925964355,0.05225599557161331,50,28000,-15.579002380371094,-20.896892547607422,227,0.00075,122
500.0,2264,1.204122685714286,0.18324297666549683,0.03364812582731247,60,35000,-20.116321563720703,-21.937889099121094,227,0.00075,154
500.0,,1.204122685714286,,,70,35000,,,227,,154
500.0,2764,1.1304528690476192,0.12609758973121643,0.02856266498565674,80,42000,-24.16811752319336,-22.515743255615234,226,0.00075,185
500.0,3264,1.1430647448979592,0.0868849977850914,0.12470550835132599,90,49000,-28.15898895263672,-22.168006896972656,225,0.00075,217
500.0,3764,1.07211658,0.059956323355436325,0.06495749950408936,100,56000,-32.086517333984375,-22.516799926757812,224,0.00075,249
500.0,,1.07211658,,,110,56000,,,224,,249
500.0,4264,0.95892979,0.041514940559864044,0.10457361489534378,120,63000,-33.62291717529297,-21.861921310424805,223,0.00075,282
500.0,4764,0.9877879199999999,0.02890406921505928,0.0784921944141388,130,70000,-38.18251419067383,-20.812633514404297,222,0.00075,314
500.0,,0.9877879199999999,,,140,70000,,,222,,314
500.0,5264,0.96765676,0.02042972669005394,2.3691513538360596,150,77000,-37.82977294921875,-20.808380126953125,221,0.00075,347
500.0,5764,1.03347708,0.014925369992852211,0.03746655583381653,160,84000,-38.66669845581055,-20.502742767333984,220,0.00075,380
500.0,6264,1.18169625,0.010954810306429863,5.006715774536133,170,91000,-24.263851165771484,-20.03462028503418,219,0.00075,413
500.0,,1.18169625,,,180,91000,,,219,,413
500.0,6764,1.28540393,0.00837615504860878,2.6886773109436035,190,98000,-29.331119537353516,-19.428699493408203,219,0.00075,447
500.0,7264,1.3178967899999998,0.00640042033046484,0.029821215197443962,200,105000,-27.426971435546875,-18.83078384399414,218,0.00075,480
500.0,,1.3178967899999998,,,210,105000,,,218,,480
500.0,7764,1.7142168,0.0052640545181930065,2.798150062561035,220,112000,-26.902700424194336,-18.145036697387695,217,0.00075,513
500.0,8264,2.30102172,0.004624093882739544,0.038512494415044785,230,119000,0.6044895648956299,-18.584609985351562,217,0.00075,546
500.0,8764,2.7946038699999995,0.004256976302713156,0.020854171365499496,240,126000,-11.15219497680664,-18.388751983642578,217,0.00075,579
500.0,,2.7946038699999995,,,250,126000,,,217,,579
500.0,9264,3.51815471,0.003905566642060876,0.03460606187582016,260,133000,-16.03900909423828,-17.791723251342773,216,0.00075,613
500.0,9764,3.4844585699999997,0.0036604474298655987,0.02021058276295662,270,140000,-0.9704326391220093,-16.698711395263672,216,0.00075,646
500.0,,3.4844585699999997,,,280,140000,,,216,,646
500.0,10264,3.7601924899999997,0.003622531658038497,0.05989931523799896,290,147000,2.024545192718506,-16.46843719482422,216,0.00075,678
500.0,10764,3.7608877,0.0035777902230620384,0.02296893671154976,300,154000,4.261234283447266,-16.233917236328125,215,0.00075,712
500.0,11264,3.38533049,0.0036949312780052423,0.02458515577018261,310,161000,-3.4813222885131836,-16.149845123291016,215,0.00075,746
500.0,,3.38533049,,,320,161000,,,215,,746
500.0,11764,2.80851619,0.0032572918571531773,1.4089592695236206,330,168000,2.1481399536132812,-15.254104614257812,215,0.00075,780
500.0,12264,2.32984457,0.0033706333488225937,1.8230851888656616,340,175000,-10.35729694366455,-15.437664985656738,214,0.00075,814
500.0,,2.32984457,,,350,175000,,,214,,814
500.0,12764,1.9949674299999998,0.00297976634465158,0.021388225257396698,360,182000,8.30331039428711,-14.967791557312012,214,0.00075,847
500.0,13264,1.7269947699999995,0.0029740771278738976,0.05906287580728531,370,189000,-3.2826523780822754,-14.762362480163574,214,0.00075,879
500.0,13764,1.4992462500000001,0.002737476723268628,0.0720234140753746,380,196000,17.168127059936523,-14.683783531188965,214,0.00075,911
500.0,,1.4992462500000001,,,390,196000,,,214,,911
500.0,14264,1.7325518400000002,0.0027640797197818756,1.48589026927948,400,203000,0.006793022155761719,-13.78140640258789,215,0.00075,942
500.0,14764,1.8251283799999998,0.00254757865332067,1.2117629051208496,410,210000,-12.543435096740723,-13.83012580871582,215,0.00075,974
500.0,,1.8251283799999998,,,420,210000,,,215,,974
500.0,15264,1.9953065299999995,0.0026711600366979837,0.03023635409772396,430,217000,-8.565725326538086,-13.448517799377441,215,0.00075,1005
500.0,15764,1.83686485,0.002407617634162307,0.042000140994787216,440,224000,-1.1496920585632324,-13.259428977966309,215,0.00075,1037
500.0,16264,1.74324451,0.0024073775857686996,0.05704584717750549,450,231000,-4.177515506744385,-12.956326484680176,215,0.00075,1070
500.0,,1.74324451,,,460,231000,,,215,,1070
500.0,16764,5.02801619,0.002467901911586523,0.01689908653497696,470,238000,7.607330322265625,-12.992008209228516,216,0.00075,1101
500.0,17264,5.11933593,0.0025358551647514105,1.133080244064331,480,245000,1.1585392951965332,-12.491848945617676,216,0.00075,1133
500.0,,5.11933593,,,490,245000,,,216,,1133
500.0,17764,4.902522019999999,0.0025918439496308565,0.011096317321062088,500,252000,0.709246039390564,-12.272753715515137,216,0.00075,1164
500.0,18264,4.993565219999999,0.002366400323808193,1.0054126977920532,510,259000,-13.035395622253418,-11.829971313476562,216,0.00075,1195
500.0,18764,4.835651229999999,0.0022370126098394394,0.009532607160508633,520,266000,16.626081466674805,-11.592175483703613,216,0.00075,1228
500.0,,4.835651229999999,,,530,266000,,,216,,1228
500.0,19264,4.994965099999998,0.0023063067346811295,0.02185991406440735,540,273000,-1.9771090745925903,-11.495857238769531,216,0.00075,1260
500.0,19764,4.84333864,0.0023156525567173958,0.37365853786468506,550,280000,-2.103442430496216,-10.845222473144531,216,0.00075,1291
500.0,,4.84333864,,,560,280000,,,216,,1291
500.0,20264,1.65638647,0.002349185524508357,0.9506185054779053,570,287000,1.661402702331543,-10.705816268920898,216,0.00075,1323
500.0,20764,1.2919414799999998,0.0020385354291647673,0.015475548803806305,580,294000,13.237258911132812,-10.58979606628418,216,0.00075,1355
500.0,21264,2.44265405,0.002059485064819455,0.027060210704803467,590,301000,5.868553638458252,-10.284782409667969,216,0.00075,1388
500.0,,2.44265405,,,600,301000,,,216,,1388
500.0,21764,2.43015297,0.0021568606607615948,0.014014938846230507,610,308000,-5.307047367095947,-10.178170204162598,216,0.00075,1420
500.0,22264,2.4456687799999997,0.0019023321801796556,0.01076151430606842,620,315000,-1.830690860748291,-10.101438522338867,216,0.00075,1452
500.0,,2.4456687799999997,,,630,315000,,,216,,1452
500.0,22764,2.5258011099999997,0.0017963171703740954,0.014711067080497742,640,322000,3.024855613708496,-9.806808471679688,216,0.00075,1485
500.0,23264,2.9468965700000007,0.0018457697005942464,0.018092457205057144,650,329000,-5.5502142906188965,-9.296311378479004,216,0.00075,1516
500.0,23764,3.63611057,0.001689144759438932,0.017405033111572266,660,336000,-8.098604202270508,-9.24679946899414,217,0.00075,1548
500.0,,3.63611057,,,670,336000,,,217,,1548
500.0,24264,3.9886034000000006,0.0015698396600782871,0.01889846846461296,680,343000,-9.692618370056152,-9.097801208496094,217,0.00075,1580
500.0,24764,3.6173687800000005,0.0015430309576913714,0.03457995876669884,690,350000,-6.529372692108154,-8.620522499084473,217,0.00075,1612
500.0,,3.6173687800000005,,,700,350000,,,217,,1612
500.0,25264,3.6615646200000005,0.0016692362260073423,0.016261640936136246,710,357000,4.056021213531494,-8.539745330810547,217,0.00075,1643
500.0,25764,4.48686702,0.0013263876317068934,0.2246558666229248,720,364000,-2.6905815601348877,-8.35623550415039,217,0.00075,1675
500.0,26264,4.52932616,0.0014341553905978799,0.6140044927597046,730,371000,1.3388421535491943,-8.098610877990723,217,0.00075,1706
500.0,,4.52932616,,,740,371000,,,217,,1706
500.0,26764,4.3086870699999995,0.001495357952080667,0.5313445329666138,750,378000,-2.6267447471618652,-7.886942386627197,217,0.00075,1737
500.0,27264,3.7662543399999997,0.0014709627721458673,0.9718234539031982,760,385000,-1.491272211074829,-7.768888473510742,217,0.00075,1769
500.0,,3.7662543399999997,,,770,385000,,,217,,1769
500.0,27764,3.90240962,0.0016263659344986081,0.5146878957748413,780,392000,-3.41542911529541,-7.521328926086426,217,0.00075,1800
500.0,28264,4.4532747200000005,0.0015466102631762624,0.33328062295913696,790,399000,-8.978044509887695,-7.470542907714844,217,0.00075,1832
500.0,28764,4.38191346,0.0013136460911482573,0.3431997299194336,800,406000,-3.1890010833740234,-7.361411094665527,217,0.00075,1863
500.0,,4.38191346,,,810,406000,,,217,,1863
500.0,29264,4.410393989999999,0.001374935731291771,0.3960232138633728,820,413000,-3.548743724822998,-7.111691951751709,217,0.00075,1895
500.0,29764,5.96131511,0.0013677473179996014,0.017162630334496498,830,420000,-8.697979927062988,-6.885407447814941,217,0.00075,1927
500.0,,5.96131511,,,840,420000,,,217,,1927
500.0,30264,6.010155219999998,0.0014072353951632977,0.025252465158700943,850,427000,-2.026803970336914,-6.907073020935059,217,0.00075,1959
500.0,30764,6.878939450000001,0.0014260464813560247,0.021205389872193336,860,434000,-9.261927604675293,-6.6102519035339355,217,0.00075,1990
500.0,31264,7.116559920000001,0.0014378913911059499,0.011643867939710617,870,441000,-1.6063823699951172,-6.70880126953125,218,0.00075,2022
500.0,,7.116559920000001,,,880,441000,,,218,,2022
500.0,31764,6.31980129,0.0012732817558571696,0.015553907491266727,890,448000,-3.283384323120117,-6.462817192077637,218,0.00075,2054
500.0,32264,8.18150985,0.0012854809174314141,0.30606186389923096,900,455000,-0.35686254501342773,-6.551390647888184,218,0.00075,2086
500.0,,8.18150985,,,910,455000,,,218,,2086
500.0,32764,8.41733595,0.0012205925304442644,0.020846273750066757,920,462000,-3.1891064643859863,-6.493801116943359,218,0.00075,2117
500.0,33264,10.38014803,0.0012471243971958756,0.03089553490281105,930,469000,3.23409104347229,-6.290994644165039,218,0.00075,2149
500.0,33764,11.64140641,0.0015745940618216991,0.022542161867022514,940,476000,2.881207227706909,-5.927770614624023,218,0.00075,2180
500.0,,11.64140641,,,950,476000,,,218,,2180
500.0,34264,13.164784479999998,0.0017341204220429063,0.03285461664199829,960,483000,-14.310211181640625,-5.690908908843994,218,0.00075,2212
500.0,34764,15.98352691,0.0016144791152328253,0.09391506016254425,970,490000,2.0554118156433105,-6.812994003295898,218,0.00075,2243
500.0,,15.98352691,,,980,490000,,,218,,2243
500.0,35264,17.7555038,0.001449208240956068,0.05172073841094971,990,497000,2.54170823097229,-5.6891045570373535,218,0.00075,2275
500.0,35764,20.577739419999997,0.0017896672943606973,0.29013389348983765,1000,504000,-6.581713676452637,-5.6473307609558105,218,0.00075,2306
500.0,36264,24.97052666,0.0020882056560367346,0.19663560390472412,1010,511000,1.8474304676055908,-5.935175895690918,218,0.00075,2337
500.0,,24.97052666,,,1020,511000,,,218,,2337
500.0,36764,24.037596150000002,0.0021600089967250824,0.4421460032463074,1030,518000,-3.6624836921691895,-6.316743850708008,218,0.00075,2370
500.0,37264,26.087924790000006,0.0021006385795772076,0.13405415415763855,1040,525000,1.4219646453857422,-6.243840217590332,218,0.00075,2401
500.0,,26.087924790000006,,,1050,525000,,,218,,2401
500.0,37764,27.44247534,0.0027185743674635887,0.2290848344564438,1060,532000,0.9713077545166016,-6.3341193199157715,218,0.00075,2432
500.0,38264,28.025645119999993,0.0027121135499328375,0.28324806690216064,1070,539000,-0.9609588980674744,-5.621457099914551,218,0.00075,2464
500.0,38764,35.096286,0.0026211868971586227,0.08252066373825073,1080,546000,-0.7973941564559937,-5.898067474365234,218,0.00075,2496
500.0,,35.096286,,,1090,546000,,,218,,2496
500.0,39264,37.887487109999995,0.0026574633084237576,0.2183355689048767,1100,553000,-3.4323670864105225,-6.546261787414551,218,0.00075,2528
500.0,39764,40.66450645,0.002877428662031889,0.22987595200538635,1110,560000,-0.9273507595062256,-6.040981292724609,218,0.00075,2559
500.0,,40.66450645,,,1120,560000,,,218,,2559
500.0,40264,47.05274392999999,0.0028875446878373623,0.2507553696632385,1130,567000,-0.48788174986839294,-6.237614631652832,218,0.00075,2591
500.0,40764,52.18746076,0.0030558700673282146,0.16912247240543365,1140,574000,-1.0978301763534546,-6.776701927185059,218,0.00075,2622
500.0,41264,59.30773932999998,0.003291207365691662,0.17232561111450195,1150,581000,-9.185792922973633,-6.758829116821289,218,0.00075,2654
500.0,,59.30773932999998,,,1160,581000,,,218,,2654
500.0,41764,62.68067865999999,0.003505594562739134,0.13925576210021973,1170,588000,5.100569248199463,-7.66803503036499,218,0.00075,2686
500.0,42264,64.77129886,0.0038303781766444445,0.1196974366903305,1180,595000,1.6281399726867676,-7.227898597717285,218,0.00075,2717
500.0,,64.77129886,,,1190,595000,,,218,,2717
500.0,42764,70.91734416,0.004055946599692106,0.17567576467990875,1200,602000,1.481005311012268,-7.8585100173950195,218,0.00075,2749
500.0,43264,68.96878967,0.004373380448669195,0.22525328397750854,1210,609000,-4.3433685302734375,-7.995680332183838,218,0.00075,2781
500.0,43764,68.09316399000001,0.0039610480889678,0.22685202956199646,1220,616000,-0.6220166683197021,-7.635561943054199,218,0.00075,2813
500.0,,68.09316399000001,,,1230,616000,,,218,,2813
500.0,44264,63.75537561,0.0040651108138263226,0.07517095655202866,1240,623000,0.05766215920448303,-7.783088684082031,218,0.00075,2846
500.0,44764,60.916425149999995,0.0043154493905603886,0.3733564019203186,1250,630000,-4.736207962036133,-8.660903930664062,218,0.00075,2878
500.0,,60.916425149999995,,,1260,630000,,,218,,2878
500.0,45264,62.467944530000004,0.004583494737744331,0.400163859128952,1270,637000,3.75822377204895,-9.231332778930664,218,0.00075,2911
500.0,45764,64.51918778999999,0.004551818128675222,0.14915502071380615,1280,644000,-0.4818880558013916,-8.483899116516113,218,0.00075,2944
500.0,46264,61.519058959999995,0.0046526165679097176,0.1568160355091095,1290,651000,-0.8456043004989624,-9.232587814331055,218,0.00075,2977
500.0,,61.519058959999995,,,1300,651000,,,218,,2977
500.0,46764,65.37566428,0.0046855378895998,0.17074602842330933,1310,658000,0.799787163734436,-10.190269470214844,218,0.00075,3010
500.0,47264,70.30937812,0.0046509262174367905,1.1172268390655518,1320,665000,2.180936336517334,-9.59129810333252,218,0.00075,3042
500.0,,70.30937812,,,1330,665000,,,218,,3042
500.0,47764,79.59148359000001,0.004690791480243206,0.3580018877983093,1340,672000,-1.773903489112854,-10.073131561279297,218,0.00075,3075
500.0,48264,84.70943107,0.005015269853174686,0.28541600704193115,1350,679000,-0.9691982269287109,-11.320707321166992,218,0.00075,3108
500.0,48764,84.87611571,0.004841913934797049,0.16655679047107697,1360,686000,-4.2782487869262695,-10.09476375579834,218,0.00075,3140
500.0,,84.87611571,,,1370,686000,,,218,,3140
500.0,49264,79.22702334,0.00487767206504941,0.13041114807128906,1380,693000,-3.6857285499572754,-10.40756607055664,218,0.00075,3173
500.0,49764,79.12339706,0.005130089819431305,0.19499197602272034,1390,700000,-3.3951542377471924,-10.863045692443848,218,0.00075,3206
500.0,,79.12339706,,,1400,700000,,,218,,3206
500.0,50264,79.83012938,0.005129404831677675,0.42454463243484497,1410,707000,1.2740938663482666,-10.820104598999023,218,0.00075,3239
500.0,50764,73.28024556,0.005447056610137224,0.40100425481796265,1420,714000,-4.935666084289551,-10.218896865844727,218,0.00075,3272
500.0,51264,62.680321089999985,0.00511974049732089,0.24306444823741913,1430,721000,-2.4681453704833984,-11.174755096435547,218,0.00075,3305
500.0,,62.680321089999985,,,1440,721000,,,218,,3305
500.0,51764,63.22433479,0.005334386136382818,0.4819038510322571,1450,728000,-6.557978630065918,-10.055444717407227,217,0.00075,3340
500.0,52264,60.40640448000001,0.005432743113487959,0.23714235424995422,1460,735000,3.206007242202759,-12.591059684753418,217,0.00075,3373
500.0,,60.40640448000001,,,1470,735000,,,217,,3373
500.0,52764,73.06556058,0.005513312295079231,2.756415367126465,1480,742000,-0.6494868993759155,-12.855306625366211,217,0.00075,3407
500.0,53264,94.78098205,0.005408457480370998,0.21033476293087006,1490,749000,0.24300086498260498,-13.842569351196289,217,0.00075,3440
500.0,53764,94.92228986999999,0.0057165841571986675,0.6162158846855164,1500,756000,1.7001571655273438,-13.762664794921875,217,0.00075,3474
500.0,,94.92228986999999,,,1510,756000,,,217,,3474
500.0,54264,97.17277666000001,0.005083554890006781,0.3186173439025879,1520,763000,-5.014092445373535,-13.41359806060791,217,0.00075,3507
500.0,54764,104.14224700000001,0.005273405462503433,0.2138613760471344,1530,770000,-6.174776077270508,-12.825432777404785,217,0.00075,3541
500.0,,104.14224700000001,,,1540,770000,,,217,,3541
500.0,55264,106.09965314000002,0.004978196695446968,0.31225860118865967,1550,777000,-2.272676467895508,-12.879922866821289,217,0.00075,3574
500.0,55764,108.08397126999998,0.00502227945253253,1.359344482421875,1560,784000,2.9878005981445312,-13.990671157836914,217,0.00075,3608
500.0,56264,112.41180520999998,0.005082851741462946,0.5487790107727051,1570,791000,8.917318344116211,-12.71173095703125,217,0.00075,3642
500.0,,112.41180520999998,,,1580,791000,,,217,,3642
500.0,56764,89.80977240000001,0.005117709748446941,0.1407923400402069,1590,798000,-7.765167713165283,-13.24843692779541,217,0.00075,3676
500.0,57264,82.79200337000002,0.0056357416324317455,0.19829589128494263,1600,805000,-6.4015045166015625,-14.552358627319336,216,0.00075,3710
500.0,,82.79200337000002,,,1610,805000,,,216,,3710
500.0,57764,88.95145387999999,0.00514270318672061,0.5041207075119019,1620,812000,4.279006004333496,-14.674665451049805,216,0.00075,3743
500.0,58264,91.70013630000001,0.004829261917620897,0.23286981880664825,1630,819000,-4.645474433898926,-13.795955657958984,216,0.00075,3777
500.0,58764,102.21114483,0.004869171418249607,0.40771228075027466,1640,826000,7.0227484703063965,-14.992794036865234,216,0.00075,3810
500.0,,102.21114483,,,1650,826000,,,216,,3810
500.0,59264,122.31409866,0.004866293631494045,0.35407155752182007,1660,833000,-1.7771613597869873,-14.840868949890137,216,0.00075,3844
500.0,59764,124.29105692000003,0.0050668902695178986,1.8296692371368408,1670,840000,-1.4322876930236816,-14.456754684448242,216,0.00075,3878
500.0,,124.29105692000003,,,1680,840000,,,216,,3878
500.0,60264,140.72674941000002,0.005143370479345322,0.47331586480140686,1690,847000,-0.6928675174713135,-17.044780731201172,216,0.00075,3912
500.0,60764,147.72049634,0.005427158437669277,0.40096062421798706,1700,854000,-1.2645832300186157,-14.905374526977539,216,0.00075,3945
500.0,61264,165.17660191,0.004670291673392057,0.2510436773300171,1710,861000,4.522650718688965,-14.54637336730957,216,0.00075,3979
500.0,,165.17660191,,,1720,861000,,,216,,3979
500.0,61764,173.67328944000002,0.005347325466573238,0.4656956195831299,1730,868000,6.281641006469727,-17.33344078063965,216,0.00075,4013
500.0,62264,196.92659108000004,0.004945727065205574,7.056779384613037,1740,875000,1.0633279085159302,-16.70714569091797,216,0.00075,4047
500.0,,196.92659108000004,,,1750,875000,,,216,,4047
500.0,62764,193.03924539999997,0.005560532212257385,0.38614583015441895,1760,882000,-3.684711456298828,-16.921667098999023,216,0.00075,4080
500.0,63264,204.52690906999996,0.005295475944876671,0.33417725563049316,1770,889000,5.944314956665039,-14.957375526428223,216,0.00075,4114
500.0,63764,207.23067549000004,0.005365782417356968,0.310903400182724,1780,896000,-2.376213788986206,-15.17668342590332,216,0.00075,4147
500.0,,207.23067549000004,,,1790,896000,,,216,,4147
500.0,64264,230.95535647,0.006340835243463516,1.0280717611312866,1800,903000,1.4312570095062256,-16.727588653564453,215,0.00075,4181
500.0,64764,224.17089969999998,0.005205242428928614,0.41014719009399414,1810,910000,1.7292157411575317,-14.753398895263672,215,0.00075,4213
500.0,,224.17089969999998,,,1820,910000,,,215,,4213
500.0,65264,221.08789080999998,0.005803442560136318,2.9262733459472656,1830,917000,0.6528938412666321,-17.271377563476562,215,0.00075,4246
500.0,65764,211.38216873000005,0.005514511838555336,0.3124100863933563,1840,924000,1.3219270706176758,-17.220291137695312,215,0.00075,4279
500.0,66264,217.14748679999994,0.005517312325537205,0.23539450764656067,1850,931000,-0.2413579225540161,-16.66698455810547,215,0.00075,4312
500.0,,217.14748679999994,,,1860,931000,,,215,,4312
500.0,66764,231.2035889,0.005720534827560186,0.46962594985961914,1870,938000,-3.5172066688537598,-16.404022216796875,215,0.00075,4343
500.0,67264,246.32312856000001,0.005042907316237688,0.5620161294937134,1880,945000,-1.4642115831375122,-18.73434066772461,215,0.00075,4376
500.0,,246.32312856000001,,,1890,945000,,,215,,4376
500.0,67764,232.10974177999998,0.005240889266133308,0.5833535194396973,1900,952000,1.9174724817276,-15.503527641296387,215,0.00075,4407
500.0,68264,234.93510382999997,0.005757421255111694,0.6389897465705872,1910,959000,-1.0632665157318115,-20.00080108642578,215,0.00075,4440
500.0,68764,248.67983232000003,0.006164900027215481,0.9370822310447693,1920,966000,1.4261637926101685,-19.318387985229492,215,0.00075,4472
500.0,,248.67983232000003,,,1930,966000,,,215,,4472
500.0,69264,269.49340423,0.0061081042513251305,0.19390186667442322,1940,973000,-5.745243072509766,-17.882198333740234,215,0.00075,4504
500.0,69764,284.89525754,0.006738878786563873,0.8473109006881714,1950,980000,2.730064868927002,-19.94015884399414,216,0.00075,4536
500.0,,284.89525754,,,1960,980000,,,216,,4536
500.0,70264,296.37839142,0.006877318024635315,0.355174720287323,1970,987000,0.5231313109397888,-19.5739803314209,216,0.00075,4568
500.0,70764,305.7707647099999,0.006900867912918329,0.360390305519104,1980,994000,-4.374778747558594,-19.432632446289062,215,0.00075,4601
